Altium Designer Pick and Place Locations
X:\My Drive\Meta\TAP\Workspace\esp_wiwi_board\Altium\ESP-WiWi\Project Outputs for ESP-WiWi\Manufacturing Outputs\Pick Place\Pick Place for pcb_v1.csv

========================================================================================================================
File Design Information:

Date:       22/06/23
Time:       11:22
Revision:   Not in VersionControl
Variant:    No variations
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description"
"R6","0 ohm","TopLayer","RES_0402","318.898","3797.244","90","RES SMD 0 OHM JUMPER 1/16W 0402"
"R5","0 ohm","TopLayer","RES_0402","196.850","3799.213","270","RES SMD 0 OHM JUMPER 1/16W 0402"
"R4","0 ohm","TopLayer","RES_0402","157.480","3799.213","270","RES SMD 0 OHM JUMPER 1/16W 0402"
"R2","10M","TopLayer","RES_0402","185.039","4058.071","90","Res Thick Film 0402 10M Ohm 5% 0.063W(1/16W) ±100ppm/C Pad SMD Automotive T/R"
"C102","1uF","TopLayer","CAP_0402","1751.968","1574.803","90","Cap Ceramic 1uF 25V X5R 10% SMD 0402 85∞C Cardboard T/R"
"C28","1uF","TopLayer","CAP_0402","1633.858","4350.394","270","Cap Ceramic 1uF 25V X5R 10% SMD 0402 85∞C Cardboard T/R"
"C11","1uF","TopLayer","CAP_0402","255.905","4389.764","90","Cap Ceramic 1uF 25V X5R 10% SMD 0402 85∞C Cardboard T/R"
"X4","12MHz","TopLayer","XTAL_TAXM12M4RLBDDT2T","1383.858","718.504","180",""
"TP6","Test Point 1MM","TopLayer","TP_PAD-1MM","2342.520","236.220","180",""
"TP5","Test Point 1MM","TopLayer","TP_PAD-1MM","2263.780","236.220","180",""
"TP4","Test Point 1MM","TopLayer","TP_PAD-1MM","2106.299","3641.732","180",""
"TP3","Test Point 1MM","TopLayer","TP_PAD-1MM","2106.299","3720.472","180",""
"TP2","Test Point 1MM","TopLayer","TP_PAD-1MM","787.402","3956.693","90",""
"TP1","Test Point 1MM","TopLayer","TP_PAD-1MM","866.142","3956.693","0",""
"R57","1k","TopLayer","RES_0402","1673.228","1023.622","180","Res General Purpose Thick Film 0402 1K Ohm 5% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R54","1k","TopLayer","RES_0402","1537.402","342.520","0","Res General Purpose Thick Film 0402 1K Ohm 5% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R52","1k","TopLayer","RES_0402","1537.401","303.149","180","Res General Purpose Thick Film 0402 1K Ohm 5% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R51","1k","TopLayer","RES_0402","1537.401","421.260","180","Res General Purpose Thick Film 0402 1K Ohm 5% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R44","1k","TopLayer","RES_0402","2145.669","4015.748","180","Res General Purpose Thick Film 0402 1K Ohm 5% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R43","1k","TopLayer","RES_0402","1692.913","4271.654","0","Res General Purpose Thick Film 0402 1K Ohm 5% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R14","1k","TopLayer","RES_0402","610.236","3838.583","180","Res General Purpose Thick Film 0402 1K Ohm 5% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R1","10k","TopLayer","RES_0402","295.276","4389.764","270","RES SMD 10K OHM 1% 1/16W 0402"
"J3","BWSMA-KE-P001","TopLayer","CONN_BWSMA-KE-P001","2421.260","3897.638","0","0-12.4GHz 50O 335V ????"
"J5","BWSMA-KE-P001","TopLayer","CONN_BWSMA-KE-P001","2421.260","4332.677","0","0-12.4GHz 50O 335V ????"
"C71","10uF","TopLayer","CAP_0402","1181.102","767.716","270","Cap Ceramic 10uF 6.3V X5R 20% SMD 0402 85∞C Paper T/R"
"C70","10uF","TopLayer","CAP_0402","1220.472","767.716","270","Cap Ceramic 10uF 6.3V X5R 20% SMD 0402 85∞C Paper T/R"
"C69","22pF","TopLayer","CAP_0402","1265.748","718.504","270","MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 22PF 50V 0402 ROHS 0402CG220J500NT"
"C68","22pF","TopLayer","CAP_0402","1501.968","718.504","270","MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 22PF 50V 0402 ROHS 0402CG220J500NT"
"C6","1uF","TopLayer","CAP_0402","250.000","3675.197","90","Cap Ceramic 1uF 25V X5R 10% SMD 0402 85∞C Cardboard T/R"
"C5","0.1uF","TopLayer","CAP_0402","275.591","3799.213","90","Cap Ceramic 0.1uF 16V X7R 10% SMD 0402 125C Paper T/R"
"TP9","Test Point 1MM","TopLayer","TP_PAD-1MM","2428.149","1932.087","90",""
"TP8","Test Point 1MM","TopLayer","TP_PAD-1MM","2305.118","153.543","90",""
"TP7","Test Point 1MM","TopLayer","TP_PAD-1MM","1318.898","98.425","90",""
"TP13","Test Point 1MM","TopLayer","TP_PAD-1MM","216.535","334.646","90",""
"C35","10uF","TopLayer","CAP_0402","2401.575","1240.158","270","Cap Ceramic 10uF 6.3V X5R 20% SMD 0402 85∞C Paper T/R"
"C34","1uF","TopLayer","CAP_0402","2440.945","1240.158","270","Cap Ceramic 1uF 25V X5R 10% SMD 0402 85∞C Cardboard T/R"
"C33","0.1uF","TopLayer","CAP_0402","2480.315","1240.158","270","Cap Ceramic 0.1uF 16V X7R 10% SMD 0402 125C Paper T/R"
"X5","SiT5501AI-WU033JH-40.000000","TopLayer","XTAL_SIT5501_70X50","2106.299","2559.055","90","1 MHz  60 MHz, Elite X Stratum 3E Precision Oscillator"
"X3","32.768kHz","TopLayer","XTAL_X321532768KGD2SI","2125.984","1279.528","180","?????? 32.768KHZ 12.5PF ±20ppm ñ40~+85 ?"
"X2","32.768kHz","TopLayer","XTAL_X321532768KGD2SI","1535.433","4055.118","270","?????? 32.768KHZ 12.5PF ±20ppm ñ40~+85 ?"
"X1","32.768kHz","TopLayer","XTAL_X321532768KGD2SI","92.520","4069.882","270","?????? 32.768KHZ 12.5PF ±20ppm ñ40~+85 ?"
"U24","SN74LVC1G08DBVR","TopLayer","IC_SN74LVC1G08DBVR","1830.709","1811.024","90","AND Gate IC 1 Channel  SOT-23-5"
"U23","SN74LVC1G08DBVR","TopLayer","IC_SN74LVC1G08DBVR","1673.228","1811.024","90","AND Gate IC 1 Channel  SOT-23-5"
"U22","SN74LVC1G08DBVR","TopLayer","IC_SN74LVC1G08DBVR","1988.189","1811.024","90","AND Gate IC 1 Channel  SOT-23-5"
"U21","TPS2116DRLR","TopLayer","IC_TPS2116","826.772","708.661","0","1.6-V to 5.5-V, 40-m?, 2.5-A, low-IQ, priority power multiplexer 8-SOT-5X3 -40 to 125"
"U20","TPD4E1U06DCKR","TopLayer","IC_TPD4E1U06DCKR","1043.307","492.126","270","TVS DIODE 5.5VWM 15VC SC70-6"
"U19","AP62200TWU-7","TopLayer","IC_AP62200TWU-7","527.559","984.252","90","4.2V to 18V Input, 2A Low Iq Synchronous Buck Converter, Pfm/pwm"
"U18","LMK00334RTVR","TopLayer","IC_LMK00334RTVR","1836.614","3183.071","0","4-output PCIe Gen1/Gen2/Gen3/Gen4 clock buffer and level translator 32-WQFN -40 to 85"
"U17","SL2.1A","TopLayer","IC_SL2.1A","1259.842","1043.307","180","USB 2.0 HIGH SPEED 4-PORT HUB CONTROLLER"
"U16","74LV04PW,118","TopLayer","TSSOP14","846.457","4192.913","180","IC HEX INVERTER 14TSSOP"
"U12","HMC472ALP4ETR","TopLayer","IC_HMC472ALP4ETR","1301.181","4551.181","180","RF Attenuator 31.5dB ±0.35dB 0 ~ 3.8GHz 50 Ohm 560mW 24-VFQFN Exposed Pad"
"U14","SKY13323-378LF","TopLayer","RF_SW_SKYA21012","1596.752","4953.346","0","RF Switch SPDT 100MHz to 3GHz 24dB Automotive 6-Pin QFN EP T/R / IC SPDT 100MHZ-3GHZ 6-MLPD"
"U8","ESP32-S3-WROOM-1U","TopLayer","IC_ESP32-S3-WROOM-1U","2115.748","783.465","270","2.4 GHz Wi-Fi (802.11 b/g/n) and Bluetooth 5 (LE) module"
"U7","SN74LVC3G07DCUR","TopLayer","IC_SN74LVC3G07DCUR","2348.425","1811.024","270","Triple Buffer/Driver With Open-Drain Output, DCU0008A, LARGE T&R"
"U6","W25Q128JVSIQ","TopLayer","IC_W25Q128JVSIQ","1830.709","3602.362","90","NOR Flash Serial (SPI, Dual SPI, Quad SPI) 3.3V 128M-bit 16M x 8 6ns 8-Pin SOIC Tube"
"U5","ESP32-S3","TopLayer","IC_ESP32-S3","1850.394","4055.118","270","IC RF TxRx + MCU Bluetooth, WiFi 802.11b/g/n, Bluetooth v5.0 2.412GHz ~ 2.484GHz 56-VFQFN Exposed Pad"
"U3","W25Q128JVSIQ","TopLayer","IC_W25Q128JVSIQ","387.795","3557.087","90","NOR Flash Serial (SPI, Dual SPI, Quad SPI) 3.3V 128M-bit 16M x 8 6ns 8-Pin SOIC Tube"
"U1","ESP32-S3","TopLayer","IC_ESP32-S3","374.016","4055.118","270","IC RF TxRx + MCU Bluetooth, WiFi 802.11b/g/n, Bluetooth v5.0 2.412GHz ~ 2.484GHz 56-VFQFN Exposed Pad"
"TP12","Test Point 1MM","TopLayer","TP_PAD-1MM","708.661","1023.622","270",""
"TP11","Test Point 1MM","TopLayer","TP_PAD-1MM","283.464","708.661","0",""
"TP10","Test Point 1MM","TopLayer","TP_PAD-1MM","1141.732","472.441","270",""
"SW1","PCM12SMTR","TopLayer","SW_PCM12SMTR","2411.713","2246.063","90","Slide Switch SPDT Surface Mount, Right Angle"
"S4","SKSVCAE010","TopLayer","SW_SKSVCAE010","1850.394","1574.803","0","2.8x1.9mm Compact Type with Projection Surface Mount SKSV Series Tact Switch"
"S3","SKSVCAE010","TopLayer","SW_SKSVCAE010","1948.819","1279.528","0","2.8x1.9mm Compact Type with Projection Surface Mount SKSV Series Tact Switch"
"S2","SKSVCAE010","TopLayer","SW_SKSVCAE010","1535.433","4271.653","270","2.8x1.9mm Compact Type with Projection Surface Mount SKSV Series Tact Switch"
"S1","SKSVCAE010","TopLayer","SW_SKSVCAE010","153.312","4387.795","0","2.8x1.9mm Compact Type with Projection Surface Mount SKSV Series Tact Switch"
"R110","10k","TopLayer","RES_0402","265.748","616.142","180","RES SMD 10K OHM 1% 1/16W 0402"
"R109","10k","TopLayer","RES_0402","265.748","557.087","180","RES SMD 10K OHM 1% 1/16W 0402"
"R108","10k","TopLayer","RES_0402","265.748","498.031","180","RES SMD 10K OHM 1% 1/16W 0402"
"R107","10k","TopLayer","RES_0402","265.748","438.976","180","RES SMD 10K OHM 1% 1/16W 0402"
"R106","10k","TopLayer","RES_0402","708.661","649.606","180","RES SMD 10K OHM 1% 1/16W 0402"
"R105","10k","TopLayer","RES_0402","708.661","688.976","0","RES SMD 10K OHM 1% 1/16W 0402"
"R104","0 ohm","TopLayer","RES_0402","1240.158","98.425","270","RES SMD 0 OHM JUMPER 1/16W 0402"
"R103","10k","TopLayer","RES_0402","649.606","1082.677","270","RES SMD 10K OHM 1% 1/16W 0402"
"R102","33.2k","TopLayer","RES_0402","590.551","1102.362","0","Res General Purpose Thick Film 0402 33.2K Ohm 1% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R101","5.1k","TopLayer","RES_0402","1279.527","413.386","180","Res Thick Film 0402 5.1K Ohm 1% 0.063W ±100ppm/∞C Molded SMD Paper T/R"
"R100","5.1k","TopLayer","RES_0402","1279.527","354.331","180","Res Thick Film 0402 5.1K Ohm 1% 0.063W ±100ppm/∞C Molded SMD Paper T/R"
"R93","49.9","TopLayer","RES_0402","2033.465","3064.961","180","Res General Purpose Thick Film 0402 49.9 Ohm 1% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R91","49.9","TopLayer","RES_0402","2033.465","3124.016","180","Res General Purpose Thick Film 0402 49.9 Ohm 1% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R97","100k","TopLayer","RES_0402","2007.874","2381.890","90","Res Thick Film 0402 100K Ohm 1% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R96","100k","TopLayer","RES_0402","2086.614","2736.220","270","Res Thick Film 0402 100K Ohm 1% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R95","100k","TopLayer","RES_0402","2224.409","2736.220","270","Res Thick Film 0402 100K Ohm 1% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R90","49.9","TopLayer","RES_0402","2151.575","3124.016","90","Res General Purpose Thick Film 0402 49.9 Ohm 1% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R89","49.9","TopLayer","RES_0402","2131.890","3261.811","0","Res General Purpose Thick Film 0402 49.9 Ohm 1% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R85","49.9","TopLayer","RES_0402","1620.079","3005.905","90","Res General Purpose Thick Film 0402 49.9 Ohm 1% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R84","49.9","TopLayer","RES_0402","1541.339","3064.961","0","Res General Purpose Thick Film 0402 49.9 Ohm 1% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R83","49.9","TopLayer","RES_0402","1541.339","3124.016","0","Res General Purpose Thick Film 0402 49.9 Ohm 1% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R82","49.9","TopLayer","RES_0402","1541.339","3281.496","180","Res General Purpose Thick Film 0402 49.9 Ohm 1% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R88","100k","TopLayer","RES_0402","1968.504","2381.890","270","Res Thick Film 0402 100K Ohm 1% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R87","100k","TopLayer","RES_0402","2047.244","2736.220","90","Res Thick Film 0402 100K Ohm 1% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R86","100k","TopLayer","RES_0402","2185.039","2736.220","90","Res Thick Film 0402 100K Ohm 1% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R81","0 ohm","TopLayer","RES_0402","2131.890","3183.071","0","RES SMD 0 OHM JUMPER 1/16W 0402"
"R80","0 ohm","TopLayer","RES_0402","2131.890","3222.441","0","RES SMD 0 OHM JUMPER 1/16W 0402"
"R79","0 ohm","TopLayer","RES_0402","1639.764","3084.646","180","RES SMD 0 OHM JUMPER 1/16W 0402"
"R78","0 ohm","TopLayer","RES_0402","2446.850","2009.842","180","RES SMD 0 OHM JUMPER 1/16W 0402"
"R77","0 ohm","TopLayer","RES_0402","1639.764","3124.016","180","RES SMD 0 OHM JUMPER 1/16W 0402"
"R76","49.9","TopLayer","RES_0402","2047.244","2893.701","180","Res General Purpose Thick Film 0402 49.9 Ohm 1% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R75","0 ohm","TopLayer","RES_0402","1541.339","3183.071","180","RES SMD 0 OHM JUMPER 1/16W 0402"
"R74","0 ohm","TopLayer","RES_0402","1541.339","3222.441","180","RES SMD 0 OHM JUMPER 1/16W 0402"
"R73","0 ohm","TopLayer","RES_0402","2124.016","2854.331","180","RES SMD 0 OHM JUMPER 1/16W 0402"
"R72","10","TopLayer","RES_0402","1870.079","2696.850","0","Res General Purpose Thick Film 0402 10 Ohm 1% 1/16W ±200ppm/∞C Molded SMD Paper T/R"
"R71","10k","TopLayer","RES_0402","1708.661","2996.063","90","RES SMD 10K OHM 1% 1/16W 0402"
"R70","10k","TopLayer","RES_0402","1846.457","2996.063","90","RES SMD 10K OHM 1% 1/16W 0402"
"R69","10k","TopLayer","RES_0402","1964.567","2996.063","90","RES SMD 10K OHM 1% 1/16W 0402"
"R68","10k","TopLayer","RES_0402","1673.228","3464.567","90","RES SMD 10K OHM 1% 1/16W 0402"
"R67","4k7","TopLayer","RES_0402","2125.984","2381.890","270","Res General Purpose Thick Film 0402 4.7K Ohm 5% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R66","4k7","TopLayer","RES_0402","2086.614","2381.890","270","Res General Purpose Thick Film 0402 4.7K Ohm 5% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R64","10k","TopLayer","RES_0402","1234.252","4387.795","0","RES SMD 10K OHM 1% 1/16W 0402"
"R63","1k","TopLayer","RES_0402","1653.543","472.441","0","Res General Purpose Thick Film 0402 1K Ohm 5% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R62","1k","TopLayer","RES_0402","1673.228","1102.362","0","Res General Purpose Thick Film 0402 1K Ohm 5% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R61","1k","TopLayer","RES_0402","1673.228","984.252","0","Res General Purpose Thick Film 0402 1K Ohm 5% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R60","1k","TopLayer","RES_0402","1537.402","460.630","0","Res General Purpose Thick Film 0402 1K Ohm 5% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R53","1k","TopLayer","RES_0402","1537.402","381.890","0","Res General Purpose Thick Film 0402 1K Ohm 5% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R59","1k","TopLayer","RES_0402","1653.543","511.811","180","Res General Purpose Thick Film 0402 1K Ohm 5% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R58","1k","TopLayer","RES_0402","1673.228","1062.992","180","Res General Purpose Thick Film 0402 1K Ohm 5% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R56","1k","TopLayer","RES_0402","1537.401","500.000","180","Res General Purpose Thick Film 0402 1K Ohm 5% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R46","10k","TopLayer","RES_0402","2250.000","1870.079","270","RES SMD 10K OHM 1% 1/16W 0402"
"R45","10k","TopLayer","RES_0402","2250.000","1751.969","90","RES SMD 10K OHM 1% 1/16W 0402"
"R42","1k","TopLayer","RES_0402","2145.669","4133.858","180","Res General Purpose Thick Film 0402 1K Ohm 5% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R41","1k","TopLayer","RES_0402","1751.968","4251.968","270","Res General Purpose Thick Film 0402 1K Ohm 5% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R40","1k","TopLayer","RES_0402","2145.669","4055.118","0","Res General Purpose Thick Film 0402 1K Ohm 5% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R39","1k","TopLayer","RES_0402","1692.913","4232.283","180","Res General Purpose Thick Film 0402 1K Ohm 5% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R38","1k","TopLayer","RES_0402","2145.669","4094.488","0","Res General Purpose Thick Film 0402 1K Ohm 5% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R37","1k","TopLayer","RES_0402","1791.339","4251.968","90","Res General Purpose Thick Film 0402 1K Ohm 5% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R36","1k","TopLayer","RES_0402","2068.898","3905.512","180","Res General Purpose Thick Film 0402 1K Ohm 5% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R35","1k","TopLayer","RES_0402","2068.898","3826.772","180","Res General Purpose Thick Film 0402 1K Ohm 5% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R31","1k","TopLayer","RES_0402","2068.898","3866.142","0","Res General Purpose Thick Film 0402 1K Ohm 5% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R30","1k","TopLayer","RES_0402","2068.898","3787.402","0","Res General Purpose Thick Film 0402 1K Ohm 5% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R25","499","TopLayer","RES_0402","2066.929","4015.748","180","Res General Purpose Thick Film 0402 499 Ohm 1% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
